,user,search query,post date-time,account status,account sentiment,account sentiment score,retweet status,retweet sentiment,retweet sentiment score,post location,tweet id,account subjectivity,account subjectivity score,retweet subjectivity,retweet subjectivity score,tones,sadness_score,joy_score,fear_score,disgust_score,anger_score
24,specialguyinsp1,autonomous driving,2020-01-05 22:04:54,_invest12 the value of the stakes in other (similar) companies and autonomous driving unit is very much up in the air at this point. it would be great if uber moved aggressively to monetize them. $uber,positive,0.267,,,,,1213944486251905026,objective,0.4970000000000001,,,,0.116025,0.419322,0.042018,0.009278,0.038097
25,WALLSTREETREV,autonomous driving,2020-01-06 23:57:15,"qualcomm launches autonomous driving computer, aiming to hit roads by 2023 -",positive,0.4,,,,,1214335150085029888,subjective,0.7,,,,0.190845,0.21554,0.317381,0.042687,0.080293
26,ChristopheRomei,autonomous driving,2020-01-06 23:43:43,ces construire une ville complète woven city à partir de zéro c’est ce que fera toyota au japon - cars autonomousdriving,neutral,0.0,,,,,1214331742921920512,very objective,0.0,,,,0.033954,0.094161,0.057503,0.028642,0.037156
27,IllinoisVC,autonomous driving,2020-01-06 23:31:09,"stop by booth 721 at to learn more about and osprey, the first modular flash lidar for advanced driver-assistance systems (adas) and autonomousdriving. ces2020 ai",positive,0.3833333333333333,,,,,1214328580370554880,objective,0.4777777777777777,,,,0.13195,0.130223,0.034913,0.018505,0.062504
28,starbizmy,autonomous driving,2020-01-06 23:21:17,"qualcomm launches autonomous driving computer, aiming to hit roads by 2023",positive,0.4,,,,,1214326096998461441,subjective,0.7,,,,0.190845,0.21554,0.317381,0.042687,0.080293
29,NAR,autonomous driving,2020-01-06 23:13:32,"autonomous driving to take off in 2020, china robotaxi ceo says selfdrivingcars",positive,0.4,,,,,1214324147880439812,subjective,0.7,,,,0.182168,0.183247,0.175013,0.139546,0.160121
30,TheGreatRiverF1,autonomous driving,2020-01-07 23:43:38,&lt;artificial intelegence inc &gt; ai-driven electric motorcycle shows self-driving tech is about more than autonomous driving via,positive,0.45,,,,,1214694108398141441,subjective,0.6,,,,0.128077,0.434168,0.124932,0.068631,0.105735
31,mtesquivel,autonomous driving,2020-01-07 23:42:18,"congrats to client _auto on earning a ces2020 innovation award &amp; announcing their partnership with blackberry qnx! if you’re at ces, check out their innovative adas &amp; autonomous driving solutions at 's booth (7515). _news",positive,0.45,,,,,1214693774095347712,very subjective,0.85,,,joy,0.026724,0.870352,0.037795,0.011648,0.01092
32,ChristopheRomei,autonomous driving,2020-01-07 23:31:59,"ces2020, le smartphone va disparaitre dans la autonomousdriving ! les conducteurs vont utiliser des gestes pour se déplacer, sélectionner et interagir avec des widgets sur le pare-brise pour la navigation détaillée, la musique, la météo",neutral,0.0,,,,,1214691178593095682,very objective,0.0,,,,0.097684,0.108113,0.086791,0.11624,0.065924
33,AUVSI,autonomous driving,2020-01-07 23:30:04,"introduced its smart autonomous mobility solutions portfolio, bringing together all the necessary sensors, software and services to make autonomous driving possible.",positive,0.20285714285714285,,,,,1214690698001371137,very subjective,0.8085714285714285,,,joy,0.086772,0.509423,0.009311,0.015857,0.032709
34,pdfkungfoo,autonomous driving,2020-01-07 23:26:30,once thought is quality source for tech news+stories. this one: totally lower end. how can u talk autonomousdriving/#selfdriving w/o even mentioning tesla? journo not aware: tesla collects as much data in a week as waymo did in lifetime.,positive,0.025000000000000005,"Waymo is way, way ahead on testing miles—that might not be a good thing https://t.co/a0JB3OysYr by @binarybits",positive,0.7,,1214689797018734593,objective,0.4,subjective,0.6000000000000001,,0.400863,0.083207,0.392071,0.120689,0.048511
35,BrucePerens,autonomous driving,2020-01-08 23:53:27,"forciot. tracking my pupils to make sure my eyes are on the road, since we don't yet have full autonomous driving.",positive,0.4166666666666667,,,,,1215058967207874560,subjective,0.7129629629629629,,,,0.07248,0.243188,0.254757,0.059728,0.066739
36,tradeshownews,autonomous driving,2020-01-08 23:48:46,robosense announces world ’s first public road test of vehicle equipped with smart lidar sensor at ces 2020 | business wire autonomousdriving robosense ai lidar deeplearning automotive percetionsolution car intelligent robotics ces2020,positive,0.31607142857142856,,,,,1215057791506767872,objective,0.4857142857142858,,,,0.039575,0.266571,0.064631,0.029899,0.040456
37,damianrollison,autonomous driving,2020-01-08 23:43:47,"samsung 5g technology designed to allow connectivity between vehicles, pedestrians, and infrastructure; control autonomous driving; connect to other users via in-dash videoconferencing. coming to bmw in 2021. ces2020 ⁦⁩ ⁦⁩",positive,0.1375,,,,,1215056534989758464,subjective,0.5375,,,,0.142268,0.144428,0.114939,0.028466,0.051402
38,WindRiver,autonomous driving,2020-01-08 23:41:04,. collaborates with _inc on autonomous driving platform. read the news: ces2020,positive,0.4,,,,,1215055854220861440,subjective,0.7,,,,0.199417,0.254439,0.137711,0.0918,0.049346
39,arxiv_cscv,autonomous driving,2020-01-08 23:40:16,dynamic task weighting methods for multi-task networks in autonomous driving systems,positive,0.2,,,,,1215055653036687360,objective,0.4333333333333333,,,,0.048492,0.250655,0.083557,0.03336,0.10687
40,tugberkdmn,autonomous driving,2020-01-09 23:45:16,"today at ces2020 bmw is showcasing their vision of passenger experience in the era autonomous driving. as i observe the car a fellow ces participant approaches and the first thing he says is: ""you know what that cupholder is way to far to have any use."" ces innovation",positive,0.25,,,,,1215419298279194625,subjective,0.6777777777777777,,,,0.208833,0.317915,0.156863,0.050041,0.044858
41,jamesvgingerich,autonomous driving,2020-01-09 23:40:00,s new data pipeline and deeplearning patent paves way for quicker autonomous driving improvements. (teslarati) av autoindustry,positive,0.2681818181818182,,,,,1215417970626662401,subjective,0.5772727272727273,,,,0.032429,0.371457,0.077964,0.017538,0.076414
42,intel,autonomous driving,2020-01-09 23:10:40,there’s so much more to autonomous driving than you think. shares the opportunities ahead from rem mapping and smart city data to mobility as a service and more. ces2020,positive,0.4035714285714286,,,,,1215410590618832897,subjective,0.5857142857142857,,,,0.068275,0.402504,0.009297,0.011122,0.024267
43,cxociety,autonomous driving,2020-01-09 23:01:31,"and will co-develop an integrated radar-based navigation and perception system. autonomousdriving, sensors, iot, automotive",neutral,0.0,,,,,1215408287971037184,very objective,0.0,,,,0.078366,0.201,0.254046,0.017158,0.031227
44,Konstantin_Ga,autonomous driving,2020-01-09 23:01:03,thank you for the comments and interesting questions to our research on the user acceptance of autonomous driving! hicss hicss53 hicss2020,positive,0.5,,,,,1215408168190087168,subjective,0.6,,,joy,0.029767,0.825167,0.02427,0.001422,0.025275
45,TopStockAlerts1,autonomous driving,2020-01-10 23:47:43,"from 5g and autonomous driving to streaming and privacy, here’s what really mattered at ces $nvda $qcom",positive,0.30000000000000004,,,,,1215782303244353536,objective,0.45,,,,0.141859,0.300523,0.074535,0.031634,0.099731
46,fuckCNBC,autonomous driving,2020-01-10 23:44:18,"from 5g and autonomous driving to streaming and privacy, here’s what really mattered at ces",positive,0.30000000000000004,,,,,1215781442015371265,objective,0.45,,,,0.168808,0.3648,0.086356,0.046439,0.134873
47,IAM__Network,autonomous driving,2020-01-10 23:33:40,"iam platform curated tweet: from 5g and autonomous driving to streaming and privacy, here’s what really mattered at ces 5g applications cellphone communications fastinternet internet",positive,0.30000000000000004,,,,,1215778764656910336,objective,0.45,,,,0.207355,0.141796,0.036624,0.03649,0.156617
48,58gianni,autonomous driving,2020-01-10 23:11:57,"european parliament, unece and tesla: tesla's full self driving in eu and autonomous driving in the european transport - firma la petizione! via",positive,0.1875,,,,,1215773302620332032,objective,0.3125,,,,0.211263,0.317193,0.097328,0.101597,0.074659
49,JeroenBartelse,autonomous driving,2020-01-10 23:11:47,ai-driven electric motorcycle shows self-driving tech is about more than autonomous driving via ces2020 ai motorcycles mobility selfdriving autonomous _piccard,positive,0.43333333333333335,,,,,1215773258710208513,subjective,0.6333333333333333,,,,0.155472,0.243551,0.105469,0.145811,0.103066
50,tokiox_en,autonomous driving,2020-01-11 23:10:57,bosch：自動運転向けlidar発表：カメラ、レーダー一体化（動画）： bosch launches lidar for autonomous driving:camera and radar integrated： 博世推出用于自动驾驶的lidar：集成了摄像头和雷达,positive,0.4,,,,,1216135436822667264,subjective,0.7,,,,0.317387,0.208386,0.150564,0.028355,0.014818
51,JeroenBartelse,autonomous driving,2020-01-11 22:56:45,"this year, “future of mobility” shined in the ces, with autonomous driving and electric vehicle taking center stage via ces ces2020 selfdrivingcars driverlesscars selfdriving autonomous ai ev _piccard",positive,0.17500000000000002,,,,,1216131863695314950,objective,0.40625,,,,0.119188,0.220598,0.126591,0.021033,0.01601
52,XperienceIS,autonomous driving,2020-01-11 22:31:09,"qualcomm launches autonomous driving computer, aiming to hit roads by ...",positive,0.4,,,,,1216125421785206784,subjective,0.7,,,,0.190845,0.21554,0.317381,0.042687,0.080293
53,CorbeauxInvest,autonomous driving,2020-01-11 21:51:01,80% less fuel cost savings. 80% less maintenance costs. less noise/ oil/ petrol/ fumes/ co2 pollution. tesla will continue to autonomous driving. many x safer crash/ accident avoidance. safest crash rating. batteries will do 1 million kms. ice cars engines stretch to 200-300k km,positive,0.08,,,,,1216115321238478848,objective,0.28,,,,0.186104,0.067198,0.157989,0.058951,0.138459
54,Garro58,autonomous driving,2020-01-11 21:35:13,ride sharing in our autonomous driving future,positive,0.2,,,,,1216111344912666630,objective,0.4125,,,joy,0.083597,0.523448,0.106516,0.030841,0.098711
55,IAM__Network,autonomous driving,2020-01-12 23:18:20,iam platform curated tweet: horizon matrix 2 platform for autonomous driving unveiled at ces 2020 autonomousvehicles autopilot cars cities drones future,positive,0.2,,,,,1216499682492461056,objective,0.4125,,,,0.12563,0.185445,0.105668,0.064577,0.061921
56,Intel_Amy,autonomous driving,2020-01-12 22:57:53,finally got a chance to take my first ride in a selfdriving car while visiting friends in phoenix. cant wait to do it again! waymo autonomousdriving.,positive,0.15625,,,,,1216494535645155328,subjective,0.6666666666666666,,,joy,0.097814,0.761307,0.042683,0.030994,0.071906
57,dkarlinsky,autonomous driving,2020-01-12 22:32:42,"israel is finally about to get tesla, but no autopilot, as ""autonomous driving has not been approved"" by the ministry‍♂️ as always, we can't have nice things. reminds me of how phones had to have bluetooth disabled in firmware to be sold here, untill 2003.",positive,0.2,,,,,1216488197196337154,subjective,0.75,,,,0.37001,0.396092,0.032243,0.226732,0.038647
58,LionelPeterRob1,autonomous driving,2020-01-12 22:01:02,agree!!!! selfdrivingcars autonomousdriving ai weekly: autonomous cars need better safety metrics to move the industry forward | venturebeat,positive,0.45,,,,,1216480227708239874,subjective,0.6,,,,0.027182,0.369703,0.041573,0.010265,0.049381
59,bernardmoon,autonomous driving,2020-01-12 22:00:28,"my 13th annual tech predictions ! read about our meatless future, 5g, cloud kitchens and libra! facebook crypto fintech dataanalytics founders enterprise startups 5g fintech av autonomousdriving smartcities ai suburbsareback",neutral,0.0,,,,,1216480088864194567,very objective,0.0625,,,,0.081999,0.449596,0.138796,0.056123,0.023759
60,LBouchardQuebec,autonomous driving,2020-01-13 23:58:57,"new decade getting quick with new experimentation, on real situation, transportation autonomousdriving class 8 large truck. on long distance hwy and cities. autonomousvehicles trucking transports camions internetofthings smartcities smarttech fintechs",positive,0.1617243867243867,"This driverless truck hauled 40,000 pounds of butter from California to Pennsylvania in just 3 days in the first coast-to-coast trip with an autonomous vehicle https://t.co/e5APNL7pgH",positive,0.325,,1216872292158005253,objective,0.42294372294372296,subjective,0.5166666666666666,sadness,0.547004,0.328729,0.107827,0.019876,0.065132
61,pers0naluni0n,autonomous driving,2020-01-13 23:12:53,this is not a software company. 380.000 units sold asp 62.000$ -&gt; 24billion 2020 two strong contender with vw id3 and bmw vision inext lots of plugin-hybrid from mercedes. mobileye ready to rock autonomous driving,positive,0.3444444444444444,,,,,1216860697415573505,subjective,0.6444444444444445,,,,0.128956,0.45383,0.115018,0.00782,0.014539
62,TeckVado,autonomous driving,2020-01-13 23:00:17,check out mobileye's autonomous ca! the way the car weaves through the awful traffic is incredible. iamintel ces2020 autonomousdriving,positive,0.13333333333333333,,,,,1216857528979488769,very subjective,0.8666666666666667,,,,0.06216,0.370998,0.198021,0.077665,0.450423
63,kingmesal,autonomous driving,2020-01-13 23:00:01,scalable active learning for autonomous driving: a practical implementation and a/b test,positive,0.13333333333333336,,,,,1216857462818603010,subjective,0.6499999999999999,,,,0.046144,0.119191,0.175091,0.012614,0.083115
64,LifeInSVwithEVs,autonomous driving,2020-01-13 22:49:47,___ なるほど。ありがとうございました。 参考までにl1-5の定義をしているsaeによる、現在のautonomous drivingのリーダーボードです。,neutral,0.0,,,,,1216854884231741440,very objective,0.0,,,,0.050011,0.137659,0.156084,0.049469,0.290379
65,VagtJuergen,autonomous driving,2020-01-14 23:08:21,autonomesauto selbstfahrendesauto selbstfahrendeautos robotertaxi autonomerbus autonomousdriving autonomouscar automatisiertesauto elektromobilität newmobility lieferkette supplychain autonomesfahren automotive logistik webinar,neutral,0.0,"Automatisiertes Fahren in der Supply Chain - Webinar bei Edudip 

#AutonomesAuto  #SelbstfahrendesAuto #SelbstfahrendeAutos   #Robotertaxi      #Elektromobilität #NewMobility   #Supplychain    #Automotive #automatisiertesAuto  #Logistik   #webinar

 https://t.co/Kp8it3Na3R",neutral,0.0,,1217221944732454912,very objective,0.0,very objective,0.0,,0.151545,0.174219,0.093654,0.072945,0.08686
66,DerrickOssi,autonomous driving,2020-01-14 22:30:01,"meet alisyn malek, co-founder of a company spearheading autonomous driving. an automotive industry veteran, this engineer and mba by training envisions a world with self-driving micro-transit.",positive,0.2,,,,,1217212298973986817,objective,0.35,,,,0.172791,0.409219,0.076997,0.079748,0.040057
67,Primal_Digest,autonomous driving,2020-01-14 22:24:55,intel : autonomousdriving,neutral,0.0,,,,,1217211016502824972,very objective,0.0,,,,0.139957,0.152889,0.087645,0.0577,0.074917
68,QAD_Community,autonomous driving,2020-01-14 22:01:01,autonomous driving: what’s the rush? | qad blog,positive,0.4,,,,,1217205001883389954,subjective,0.7,,,,0.155208,0.265142,0.391601,0.033304,0.185247
69,jpr007,autonomous driving,2020-01-14 21:51:16,"they have 3 degrees of freedom, no steering wheel, and no human driver on board there are already too many of them for each one to be individually managed by a human controller this actually looks like the world’s first manifestation of autonomous driving on a massive scale",positive,0.14375,,,,,1217202545937932288,objective,0.4041666666666667,,,,0.346914,0.286582,0.142164,0.133945,0.117117
70,DelegacionVzla,autonomous driving,2020-01-15 23:41:37,2020 olympics fuel race to monetize autonomous driving | the japan times,positive,0.4,,,,,1217592705276153856,subjective,0.7,,,,0.099901,0.150914,0.301193,0.064644,0.15739
71,EncompassFP,autonomous driving,2020-01-15 23:30:00,"meet alisyn malek, co-founder of a company spearheading autonomous driving. an automotive industry veteran, this engineer and mba by training envisions a world with self-driving micro-transit.",positive,0.2,,,,,1217589782777401345,objective,0.35,,,,0.172791,0.409219,0.076997,0.079748,0.040057
72,NaotakeMurayama,autonomous driving,2020-01-15 23:27:06,"this essay by the founder of ghost contends that autonomous driving will be realized through ""(machine) learning"" how we drive and what enables us to make real-time decisions as opposed to the (thus far) dominant rules-and-constrai…",positive,0.25,,,,,1217589052893007872,very subjective,0.85,,,,0.172635,0.232256,0.204613,0.03048,0.158453
73,Brangwyn,autonomous driving,2020-01-15 22:51:54,i'm a poor military member. tesla 3 but i need awd for the highway. i'm hoping the autonomous driving will be helpful for my weekend trips back home to family.,negative,-0.024999999999999998,,,,,1217580192329129984,objective,0.35,,,sadness,0.685731,0.17978,0.174985,0.028997,0.036743
74,launchticker,autonomous driving,2020-01-15 22:46:00,techcrunch details intel-owned mobileye's expansion from producing autonomous driving tech into operating a robotaxi service -,positive,0.4,,,,,1217578711114973184,subjective,0.7,,,,0.041991,0.076374,0.022816,0.055478,0.178097
75,pdfkungfoo,autonomous driving,2020-01-16 23:01:38,"waymo (ie.google's ""self-driving car"" development company) recently logged 20 million miles in total on public roads. in few years. tesla logged 780 million miles in toto. and adds another 20 million every 8 days. machinelearning f.autonomousdriving",negative,-0.05,,,,,1217945032604487680,objective,0.2916666666666667,,,sadness,0.586147,0.136628,0.125293,0.054926,0.081686
76,tata_jason,autonomous driving,2020-01-16 22:30:02,"meet alisyn malek, co-founder of a company spearheading autonomous driving. an automotive industry veteran, this engineer and mba by training envisions a world with self-driving micro-transit.",positive,0.2,,,,,1217937078081601537,objective,0.35,,,,0.172791,0.409219,0.076997,0.079748,0.040057
77,LnTTechservices,autonomous driving,2020-01-16 22:30:00,"the dawn of autonomousmobility is almost upon us. however, it will bring along their own set of challenges. here's an interesting article in elektronik praxis by indrajit sen, sr vice president at ltts, which explores the cross-domain impact of autonomous driving:",positive,0.5,,,,,1217937070490103814,subjective,0.7333333333333334,,,,0.094391,0.458292,0.078674,0.031076,0.127903
78,AdrianKowollik,autonomous driving,2020-01-16 22:19:19,"ta wielkosc ich uratuje...na dieselgate wydali juz 30 mld euro, a na inwestycje w autonomousdriving i ecars chca wydac przynajmniej drugie tyle. mniejsi producenci juz dawno by sie przekrecili. moim zdaniem vw bedzie konsolidowac branze.",neutral,0.0,,,,,1217934382071238667,very objective,0.0,,,,0.256091,0.109323,0.163833,0.105502,0.030619
79,JaJaDaBinx,autonomous driving,2020-01-16 22:12:31,george hotz with hopes to become the 'android' os for autonomous driving.,positive,0.4,,,,,1217932670845452290,subjective,0.7,,,,0.27794,0.225109,0.124102,0.093773,0.050484
80,jasemurphy,autonomous driving,2020-01-17 23:47:43,"autonomous driving has potential to change the world far more dramatically than electric cars. evs are conservative, merely permitting us to retain car-centric lifestyles without destroying the world quite so fast. but autonomous driving will be revolutionary.",positive,0.1125,,,,,1218319017825292288,subjective,0.625,,,,0.100707,0.288433,0.14328,0.089474,0.025337
81,jasemurphy,autonomous driving,2020-01-17 23:44:38,"credit to tesla for making people *really interested* in what they do. because it's not a given. cruise is considered one of the leading autonomous driving companies, and they released this mysterious viral marketing, and it has ... 16 retweets. :\",positive,0.1,"34.5125° N, 113.2934° E   
51.7492° N, 3.3821° W
49.4750° N, 8.5968° E
40.5641° N, 74.3392° W
44.4315° N, 11.2676° E
34.0688° N, 118.4426° W
37.4026° N, 122.1480° W
40.7629° N, 73.9797° W

37.781° N, 122.392° W
January 21st: It’s time to move beyond the car.",neutral,0.0,,1218318240750821376,very subjective,0.8,very objective,0.0,,0.256754,0.289114,0.158822,0.043389,0.065486
