,user,search query,post date-time,account status,account sentiment,account sentiment score,retweet status,retweet sentiment,retweet sentiment score,post location,tweet id,account subjectivity,account subjectivity score,retweet subjectivity,retweet subjectivity score,tones,sadness_score,joy_score,fear_score,disgust_score,anger_score
10,Marketeerco,self driving car accidents,2020-01-07 10:05:53,"another self-driving car accident, another ai development lesson by datascience",neutral,0.0,,,,,1214488318949367808,very objective,0.0,,,,0.345899,0.107471,0.352068,0.095354,0.217263
11,profdmcinnes,self driving car accidents,2020-01-08 21:54:40,"rt autotsolutions ""another self-driving car accident, another ai development lesson",neutral,0.0,,,,,1215029074667737090,very objective,0.0,,,,0.406428,0.146139,0.324749,0.176925,0.167046
12,autoTsolutions,self driving car accidents,2020-01-08 21:46:19,"another self-driving car accident, another ai development lesson",neutral,0.0,,,,,1215026973564710918,very objective,0.0,,,,0.345899,0.107471,0.352068,0.095354,0.217263
13,igent_io,self driving car accidents,2020-01-08 06:04:49,"see in today's edition: another self-driving car accident, another ai development lesson robot robotics selfdriving",neutral,0.0,,,,,1214790039416311808,very objective,0.0,,,,0.288552,0.160012,0.300671,0.046943,0.145509
14,SelfDrivingFEED,self driving car accidents,2020-01-08 01:57:24,who is responsible after a self-driving car causes an accident? autonomouscar selfdrivingcar,positive,0.2,,,,,1214727772305793024,subjective,0.55,,,,0.283842,0.028232,0.364475,0.15641,0.282277
15,RS_attorneys,self driving car accidents,2020-01-09 20:15:36,who is liable when a self-driving car causes an accident? discover how self-driving cars could lead to more auto defect cases in the future. getserious read here:,positive,0.13333333333333333,,,,,1215366534677159936,objective,0.375,,,,0.237346,0.067637,0.372401,0.066443,0.162409
16,FFzinger,self driving car accidents,2020-01-09 15:24:10,"_tomb 1000% it hits both aspects. people think they’re great at driving, and one accident from a self-driving car would get criticized so much more than a regular human accident",positive,0.325,,,,,1215293191626416129,objective,0.35673076923076924,,,,0.24538,0.164052,0.276985,0.244164,0.267068
17,FollowSamir,self driving car accidents,2020-01-09 07:57:21,"another self-driving car accident, another ai development lesson datascience",neutral,0.0,,,,,1215180744512933889,very objective,0.0,,,,0.345899,0.107471,0.352068,0.095354,0.217263
18,sureshone,self driving car accidents,2020-01-09 07:51:16,"another self-driving car accident, another ai development lesson datascience",neutral,0.0,,,,,1215179215273938944,very objective,0.0,,,,0.345899,0.107471,0.352068,0.095354,0.217263
19,Jazzdog40,self driving car accidents,2020-01-09 03:56:09,"i don't see that, even remotely-other than helping elon musk decide who should die first in self-driving car accidents, et al.",positive,0.25,,,,,1215120044260319239,objective,0.3333333333333333,,,sadness,0.525456,0.140731,0.306378,0.094181,0.145741
20,truefactsbot,self driving car accidents,2020-01-12 15:47:01,if a self-driving car gets in an accident while the movie was still in production.,neutral,0.0,,,,,1216386105085497344,very objective,0.0,,,,0.362479,0.133574,0.290065,0.136124,0.24803
21,JoeWBowles,self driving car accidents,2020-01-13 16:12:21,i foresee plenty of accidents if this isn't a self-driving car.,neutral,0.0,,,,,1216754866913259533,very objective,0.0,,,,0.161458,0.065535,0.300903,0.086813,0.240265
22,christe_clarke,self driving car accidents,2020-01-13 00:41:01,baltimore car accident lawyers uber’s self-driving car crash,neutral,0.0,,,,,1216520490883387394,very objective,0.0,,,sadness,0.500452,0.064344,0.329612,0.105621,0.194282
23,SelfDrivingFEED,self driving car accidents,2020-01-14 22:12:24,"when a self-driving car is involved in an accident, who is liable for the victi... autonomouscar selfdrivingcar",negative,-0.1,,,,,1217207867029229578,objective,0.5,,,,0.127675,0.089568,0.291321,0.263826,0.307512
24,Fungidelic,self driving car accidents,2020-01-15 20:47:42,"discussion table: a safe smart self-driving car is released. its chances in making accidents is much smaller than a human's. yet, in the extreme rare cases in which a collision with multiple people is inevitable,the car would sacrifice you,save the people. would you buy the car?",positive,0.1270408163265306,,,,,1217548937793589248,subjective,0.5204081632653061,,,,0.46125,0.115404,0.106519,0.108582,0.341867
25,academicstories,self driving car accidents,2020-01-15 10:00:10,"if a self-driving car causes an accident, is the owner to blame or a silicon valley programmer? find the answer here:",neutral,0.0,,,,,1217385979612401664,very objective,0.0,,,anger,0.237999,0.01961,0.195501,0.200909,0.527446
26,chaoticgaythey,self driving car accidents,2020-01-16 17:57:20,reminds me of when i had somebody present a 'social utility' based algorithm for determining who a self driving car would save in case of an accident. spoiler alert: they wanted to program cars to kill bipoc,positive,0.016666666666666666,"""Native Americans had the highest false-positive rate of all ethnicities""
The unchecked bias of wh*te men in tech is dangerous, especially for Natives
This isn't just about misidentifying BIPOC as criminals, it helps real criminals steal our identities
https://t.co/8Li8Wk1ZeX",negative,-0.13333333333333333,,1217868453274669056,very objective,0.03333333333333333,subjective,0.7333333333333334,,0.17671,0.067596,0.34936,0.084103,0.213717
27,kfblaw,self driving car accidents,2020-01-17 23:43:59,"when self-driving car accidents occur, the results have been devastating. a recent accident further proved that a car’s self-driving system, known as the autopilot feature, is no substitute for human awareness. selfdrivingcar autopilot caraccidents",negative,-0.25,,,,,1218318076711702530,objective,0.4625,,,,0.389922,0.081154,0.264416,0.120643,0.183108
28,deaboyer,self driving car accidents,2020-01-17 20:22:37,_goblin i hate the self driving car discourse that seems to thrive over better public transportation. that should help reduce accidents but isn't doing anything for traffic or pollution reduction ?,negative,-0.10000000000000002,,,,,1218267402959491080,objective,0.4888888888888889,,,anger,0.25789,0.03223,0.161899,0.180582,0.644733
29,BunchesOfBees,self driving car accidents,2020-01-17 18:31:21,my analogy for crunch is self-driving cars. a bunch of places in the us approved self-driving car tests on the basis of the fact that a human driver would still be present in cases of emergency. the end result was fatal accidents!,neutral,0.0,,,,,1218239399831277570,very objective,0.05,,,,0.227325,0.130009,0.387455,0.229309,0.307871
30,fauxsamrose,self driving car accidents,2020-01-17 05:39:36,"i just want to anchor a newscast the day a self driving “waymo” car gets in an accident just so i can say “waymo? more like way-no, this self driving car got into an accident today,” then i’ll joke and say to the sports guy “hey chet, does it self pay for the ticket?”",positive,0.5,,,,,1218045183490543616,objective,0.5,,,,0.344087,0.058556,0.150517,0.325631,0.445011
31,KiranIICT,self driving car accidents,2020-01-18 13:08:55,"if a self driving car met with an accident , who will get punished ? company person or owner of the vehicle or the developer ? autmamnouscar artificialintelligence",neutral,0.0,,,,,1218520644024815617,very objective,0.0,,,,0.196942,0.009608,0.127014,0.167065,0.478635
32,PassingAsFunny,self driving car accidents,2020-01-18 00:54:43,pilotless planes??? have y’all not seen these self-driving car accidents?,neutral,0.0,,,,,1218335879724331009,very objective,0.0,,,,0.11731,0.009793,0.445052,0.116886,0.237858
33,ActuallyRoland,self driving car accidents,2020-01-19 20:42:46,"if a self-driving car gets in an accident that is clearly its fault, the owner doesn't pay damages — the manufacturers do.",positive,0.10000000000000002,,,,,1218997249331449856,objective,0.3833333333333333,,,,0.415261,0.047032,0.199302,0.26433,0.388766
34,_JonJfk,self driving car accidents,2020-01-19 17:51:41,technology is good and all but i think somethings should keep a human aspect to them. if human being can cause accidents what would stop a self-driving car from causing one yet they are created by humans??,positive,0.2333333333333333,,,,,1218954193416921088,objective,0.26666666666666666,,,,0.353609,0.056558,0.276855,0.222355,0.327785
35,Fact,self driving car accidents,2020-01-19 17:44:00,"if a self-driving car gets in an accident that is clearly its fault, the owner doesn't pay damages — the manufacturers do.",positive,0.10000000000000002,,,,,1218952261793124353,objective,0.3833333333333333,,,,0.415261,0.047032,0.199302,0.26433,0.388766
36,yungneocon,self driving car accidents,2020-01-20 17:54:46,"basically, if a self driving car is only 80%-95% as good as a human driver, the net effect will not be 5-20% more accidents but disproportionately more.",positive,0.2833333333333333,,,,,1219317357128159237,objective,0.45,,,,0.229742,0.342455,0.145105,0.16863,0.139624
37,AffretShekt,self driving car accidents,2020-01-21 00:59:04,@_russelll_ _creative i had the opportunity to own and drive volvos with adas in more than decade. i am in self driving car industry. i know what i am talking about. there were times i couldn’t avoid and accident without volvo’s adas. they play safe to protect occupants.,positive,0.5333333333333333,,,,,1219424136893566976,subjective,0.6666666666666666,,,,0.344814,0.246225,0.057062,0.092662,0.084176
38,_mklimentova,self driving car accidents,2020-01-22 16:51:17,"ai ethics is a really interesting &amp; difficult issue because it's basically forcing engineers to solve the trolley problem. e.g. if a self-driving car is about to get into an accident, does the car protect the driver or potentially more people who are going to be hit?",positive,0.16666666666666666,Would you trust a self-driving car—or even a self-regulating thermostat—if you didn’t know how it had been trained to analyze information? Experts at our City Readiness #WEF20 panel discussed this &amp; other issues surrounding #AI ethics this morning. #OWatDavos https://t.co/ZZw67RN7C1,negative,-0.125,,1220026157539774468,subjective,0.6666666666666666,objective,0.375,sadness,0.536601,0.08189,0.206149,0.215473,0.264441
39,SelfDrivingFEED,self driving car accidents,2020-01-24 23:52:24,self-driving car accident lawsuit | fischer redavid pllc autonomouscar selfdrivingcar,neutral,0.0,,,,,1220856909303099392,very objective,0.0,,,,0.248293,0.114841,0.337446,0.083581,0.180376
40,napsterbater,self driving car accidents,2020-01-24 00:30:43,drivers are already driving distracted in nonself driving cars. no they already don't care to follow the rules nobody reads their manuals and nobody understands their vehicles. so what's to say they wouldn't have been doing that in a non-self-driving car causing the accidents.,neutral,0.0,,,,,1220504164679155714,very objective,0.0,,,,0.464529,0.031756,0.481641,0.087403,0.144296
41,Dispassionate_I,self driving car accidents,2020-01-27 10:03:43,"i don't think so. who takes responsibility when a self-driving car, for e.g., causes an accident? the owner? the manufacturer? and manufacturers' ""one-upmanship"" could result in industrial espionage where they hack into each others robots to pain competitors in a bad light.",negative,-0.1499999999999999,,,,,1221735529261170693,subjective,0.6833333333333333,,,anger,0.361414,0.009104,0.363585,0.113113,0.503262
42,misspellow,self driving car accidents,2020-01-28 15:49:06,since i've had 2 accidents caused by hit &amp; run drivers i have concerns. what happens if my self-driving car gets hit or hits something. i missed big wreck (no pun intended) due to my latest accident.i waited 3+ hrs for a tow &amp; had no car till mon.,positive,0.125,,,,,1222184835122450433,objective,0.4583333333333333,,,"sadness, fear",0.531244,0.010104,0.53801,0.048424,0.157932
43,MostWowFacts,self driving car accidents,2020-01-28 01:08:58,"if a self driving car gets in an accident that is clearly its fault, the owner doesn't pay damages, the manufacturers do.",positive,0.10000000000000002,,,,,1221963343164059648,objective,0.3833333333333333,,,,0.415261,0.047032,0.199302,0.26433,0.388766
44,edwinmchoi,self driving car accidents,2020-01-29 18:45:13,you don't think the operating costs of a self-driving car will be lower? * lower insurance rates due to dramatically lower accident rates * lower gas and maintenance costs due to optimized driving * lower depreciation per mile due to higher utilization rates,negative,-0.03125,,,,,1222591542503698432,objective,0.40625,,,,0.158226,0.003455,0.209222,0.105559,0.10239
45,whatdivawants,self driving car accidents,2020-01-29 16:49:35,"_q0 if the gov't gave each &amp; every adult citizen a self-driving car, i wouldn't bitch about all the cars i'd bought myself &amp; all the interest i paid. i'd be happy to see less accidents &amp; fewer duis/dwis. the lack of empathy one needs to want future generations to suffer... jfc",positive,0.18333333333333332,,,,,1222562443882385412,objective,0.3729166666666667,,,sadness,0.660088,0.127937,0.138863,0.201737,0.039448
46,RippleEffectIns,self driving car accidents,2020-01-30 19:22:01,who is at fault when a self-driving car gets in an accident? selfdrivingcars insurance,neutral,0.0,,,,,1222963191644377090,very objective,0.0,,,,0.207329,0.010218,0.257744,0.14077,0.446858
47,Jermaine_Hudson,self driving car accidents,2020-02-01 23:05:08,"i didn't know that if a self-driving car gets in an accident that is clearly its fault, the owner doesn't pay damages — the manufacturers do... |",positive,0.10000000000000002,,,,,1223744117538160640,objective,0.3833333333333333,,,,0.410393,0.049859,0.200351,0.243523,0.363358
48,ActuallyRoland,self driving car accidents,2020-02-01 22:04:11,"if a self-driving car gets in an accident that is clearly its fault, the owner doesn't pay damages — the manufacturers do.",positive,0.10000000000000002,,,,,1223728781262651392,objective,0.3833333333333333,,,,0.415261,0.047032,0.199302,0.26433,0.388766
49,Fact,self driving car accidents,2020-02-01 20:53:00,"if a self-driving car gets in an accident that is clearly its fault, the owner doesn't pay damages — the manufacturers do.",positive,0.10000000000000002,,,,,1223710867407151104,objective,0.3833333333333333,,,,0.415261,0.047032,0.199302,0.26433,0.388766
50,waxmonkey,self driving car accidents,2020-02-03 16:49:55,"a self driving car sees an incoming accident at 50mph. it has two passengers, a young mother and her infant son. if the car doesn't swerve, it will crash head on into a transport truck. if it does swerve it will run over an elderly lady and her puppy. what should it do?",positive,0.1,,,,,1224374468606418945,objective,0.4,,,sadness,0.640761,0.042337,0.263351,0.191801,0.150804
51,alissa914g,self driving car accidents,2020-02-03 04:13:21,my one fear when driving cross country is that someone will have a self-driving car and cause an accident that injures people because they can't be bothered to drive a vehicle that would cause them injury to themselves or others if they collide with something. seems too risky,neutral,0.0,,,,,1224184073008054279,very objective,0.0,,,fear,0.213183,0.007418,0.848372,0.072696,0.107493
52,daggieblanqx,self driving car accidents,2020-02-04 21:56:06,another self-driving car accident: new ai development lesson to learn from,positive,0.13636363636363635,,,,,1224813910873661441,objective,0.4545454545454545,,,,0.230006,0.345746,0.271124,0.029528,0.132116
53,SelfDrivingFEED,self driving car accidents,2020-02-04 17:37:25,"m157q news rss on twitter: ""another self-driving car accident: new ai developme... autonomouscar selfdrivingcar",positive,0.13636363636363635,,,,,1224748809886076928,objective,0.4545454545454545,,,,0.332648,0.199079,0.349016,0.07707,0.118967
54,BestSkills9,self driving car accidents,2020-02-04 13:03:21,another self-driving car accident: new ai development lesson to learn from,positive,0.13636363636363635,,,,,1224679838889533440,objective,0.4545454545454545,,,,0.230006,0.345746,0.271124,0.029528,0.132116
55,evanderburg,self driving car accidents,2020-02-04 11:32:14,another self-driving car accident: new ai development lesson to learn from,positive,0.13636363636363635,,,,,1224656908327346179,objective,0.4545454545454545,,,,0.230006,0.345746,0.271124,0.029528,0.132116
56,Stuttering_Cris,self driving car accidents,2020-02-04 08:29:56,wouldn't a self driving car prevent accidents?,neutral,0.0,,,,,1224611029440782336,very objective,0.0,,,,0.159942,0.019719,0.407604,0.082429,0.327553
57,hackernoon,self driving car accidents,2020-02-05 21:40:02,"another self-driving car accident: new ai development lesson to learn from"" by selfdrivingcars artificialintelligence",positive,0.13636363636363635,,,,,1225172252553089024,objective,0.4545454545454545,,,,0.230006,0.345746,0.271124,0.029528,0.132116
58,therealjpittman,self driving car accidents,2020-02-05 17:00:02,another self-driving car accident: new ai development lesson to learn from ai artificialintelligence,positive,0.13636363636363635,,,,,1225101788099096576,objective,0.4545454545454545,,,,0.229075,0.330364,0.251833,0.032106,0.127494
59,SelfDrivingFEED,self driving car accidents,2020-02-05 14:17:24,another self-driving car accident: new ai development lesson to learn from - lu... autonomouscar selfdrivingcar,positive,0.13636363636363635,,,,,1225060863247290368,objective,0.4545454545454545,,,,0.230448,0.334167,0.258781,0.031441,0.129675
60,ericcire,self driving car accidents,2020-02-05 11:30:33,another self-driving car accident: new ai development lesson to learn from machinelearning,positive,0.13636363636363635,,,,,1225018871243034624,objective,0.4545454545454545,,,,0.230006,0.345746,0.271124,0.029528,0.132116
61,Vivek_H_Vadgama,self driving car accidents,2020-02-05 08:03:09,another self-driving car accident: new ai development lesson to learn from,positive,0.13636363636363635,,,,,1224966680159367169,objective,0.4545454545454545,,,,0.230006,0.345746,0.271124,0.029528,0.132116
62,bradpwyble,self driving car accidents,2020-02-06 15:19:30,tesla apparently is planning to divert their legal exposure for self-driving car accidents onto the owners by claiming it's the owners' responsibility. this is shameless and awful. i hope the courts teach them what ethics classes could not.,negative,-0.25,@filippie509 @GaryMarcus @amirefrati @amir Quote from the article: https://t.co/iqZKjmv4sq,neutral,0.0,,1225438878338879488,subjective,0.5166666666666667,very objective,0.0,,0.28164,0.006276,0.176937,0.444354,0.446879
63,danibel1956,self driving car accidents,2020-02-10 21:53:41,"in a self-driving car accident on the spring street in ramat gan, the driver of a serious wounded vehicle was injured and a passenger was slightly injured. they were evacuated to ichilov hospital in tel aviv",negative,-0.25,,,,,1226987628110675970,objective,0.4166666666666666,,,fear,0.439378,0.01095,0.658644,0.075653,0.075731
64,mystery_rob,self driving car accidents,2020-02-10 21:31:19,this whole self-driving car nonsense is not going to be happening in the foreseeable future. it is a massive con by scientists who have wanted a lifetime of funding. there is no way that autonomous vehicles can operate on british roads without causing terrible accidents...,negative,-0.06666666666666665,,,,,1226981997987483649,subjective,0.5375,,,fear,0.177451,0.189512,0.519602,0.061591,0.088094
65,GeorgeHuxley5,self driving car accidents,2020-02-10 14:31:19,"_casper nope. a self driving car would mean that leftist big tech could kill anyone in an “accident”, anytime they posed a threat... not going to give those pricks the opportunity.",negative,-0.12083333333333332,,,,,1226876302306750464,objective,0.4625000000000001,,,,0.329063,0.036926,0.297135,0.287335,0.373981
66,AbrahamWatkins,self driving car accidents,2020-02-12 21:57:34,who (or what) is responsible when a self-driving car causes an accident? learn more on our blog.,positive,0.35,,,,,1227713380603088896,subjective,0.525,,,,0.286593,0.168074,0.389871,0.042404,0.206369
67,hackernoon,self driving car accidents,2020-02-12 13:08:01,"another self-driving car accident: new ai development lesson to learn from"" by selfdrivingcars artificialintelligence",positive,0.13636363636363635,,,,,1227580115883896833,objective,0.4545454545454545,,,,0.230006,0.345746,0.271124,0.029528,0.132116
68,SelfDrivingFEED,self driving car accidents,2020-02-12 00:27:24,tesla self-driving car accident lawyers | morgan &amp; morgan law firm autonomouscar selfdrivingcar,negative,-0.2,,,,,1227388700612530176,objective,0.4,,,,0.260002,0.140073,0.357942,0.199068,0.160627
69,tech_shout,self driving car accidents,2020-02-13 22:36:16,dissatisfied' former waymo self-driving car operator arrested for causing accident,neutral,0.0,,,,,1228085506971504640,very objective,0.0,,,,0.336445,0.082471,0.267253,0.178313,0.391441
70,sals2222,self driving car accidents,2020-02-14 03:59:59,"i’m skeptical about the self driving thing, but this guy is a total moron. instead of going out and having fun with friends, he wakes up and says, “let me get in an accident with a self driving car”! wtf!!",negative,-0.34125,,,,,1228166972472381440,subjective,0.6900000000000001,,,anger,0.094937,0.202121,0.047491,0.137897,0.715794
71,tom_hynes,self driving car accidents,2020-02-16 15:42:33,"you can't mean that all accidents involving self driving cars are the fault of the self driving car, therefore we need to find out who was at fault. i would hold the self driving car to the standards of a human operator.",negative,-0.15625,,,,,1229068555569651712,objective,0.39375,,,,0.172744,0.04805,0.176468,0.365613,0.435597
72,WyoKnott,self driving car accidents,2020-02-16 14:39:23,self-driving cars will be much safer when all the people-driven cars are off the road. a self-driving car is much better at texting and driving than a person. most of the accidents with self-driven cars also involves a person doing something unpredictable.,positive,0.2583333333333333,,,,,1229052659388252160,subjective,0.55,,,,0.113036,0.343534,0.245714,0.166269,0.247366
73,Usman_skhan,self driving car accidents,2020-02-16 05:51:42,"who will be responsible in case of self driving car hit someone and kill him in accident? car owner, car company, developers?",positive,0.2,,,,,1228919864124989440,subjective,0.55,,,anger,0.183523,0.004284,0.219607,0.306002,0.569165
74,EarthAngel999,self driving car accidents,2020-02-17 20:43:54,"_salt but i bet those strawberries aren't going into a self-driving car! btw, a man lost his life in one of those cars when it got into an accident.",neutral,0.0,,,,,1229506780440358912,very objective,0.0,,,,0.34406,0.168224,0.149915,0.371018,0.25726
75,GlobalPtbo,self driving car accidents,2020-02-19 21:57:29,"emergency services must deal with a skating mishap at an ice show, an accident involving a self-driving car and a fulfillment warehouse robot going rogue. all-new 9-1-1, 10 pm wednesday on .",neutral,0.0,,,,,1230250073939992576,very objective,0.0,,,,0.148218,0.318641,0.328736,0.052876,0.135487
76,borisontherun,self driving car accidents,2020-02-19 20:43:49,"“if you have an accident with a self-driving car, who’s responsible? we’ll have to define rules on such issues,” reynders said ahead of the white paper’s release. how about solving passenger safety within multi-mode travel first, we‘re not even there yet.",positive,0.1125,,,,"Place(_api=<tweepy.api.API object at 0x12fb18128>, id='9fa580000e80cb5c', url='https://api.twitter.com/1.1/geo/id/9fa580000e80cb5c.json', place_type='city', name='Steenokkerzeel', full_name='Steenokkerzeel, België', country_code='BE', country='Belgium', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x12fb18128>, type='Polygon', coordinates=[[[4.4580603, 50.8892088], [4.5339771, 50.8892088], [4.5339771, 50.9593811], [4.4580603, 50.9593811]]]), attributes={})",1230231534914932736,objective,0.3458333333333333,,,,0.170035,0.204227,0.100017,0.061198,0.08167
77,JohnGinsberg,self driving car accidents,2020-02-19 19:21:27,i’m fairly certain by that point organisations will own them exclusively. there will be risks owning a self driving car (imagine the liability if it causes an accident) that large organisations will be able to afford but individuals may not. economies of scale also apply.,positive,0.3821428571428571,,,,,1230210805993439232,subjective,0.65625,,,,0.304773,0.186885,0.313279,0.069157,0.171998
78,GlobalPtbo,self driving car accidents,2020-02-19 03:12:59,"emergency services must deal with a skating mishap at an ice show, an accident involving a self-driving car and a fulfillment warehouse robot going rogue. all-new 9-1-1, 10 pm wednesday on .",neutral,0.0,,,,,1229967085624844290,very objective,0.0,,,,0.148218,0.318641,0.328736,0.052876,0.135487
79,Karim_Geiger,self driving car accidents,2020-02-20 19:05:11,"what i don’t like about that is the double standard that’s being applied here: the self-driving car needs to be 100% correct in everything it does, yet, thousands of accidents occurr every day due to human error. but that’s ok, we’re humans! bullshit.",positive,0.1,,,,,1230569102051168261,very objective,0.195,,,anger,0.422555,0.017231,0.163509,0.107415,0.533656
80,mustandpartners,self driving car accidents,2020-02-20 09:23:15,"«if you have an accident with a self-driving car, who’s responsible? we’ll have to define rules on such issue.» digital artificalintelligence data platformregulation technology",positive,0.06666666666666668,,,,,1230422652873039875,objective,0.35000000000000003,,,,0.231195,0.093408,0.196144,0.072912,0.178055
81,GlobalPtbo,self driving car accidents,2020-02-20 02:51:29,"emergency services must deal with a skating mishap at an ice show, an accident involving a self-driving car and a fulfillment warehouse robot going rogue. all-new 9-1-1, 10 pm wednesday on .",neutral,0.0,,,,,1230324062339182593,very objective,0.0,,,,0.148218,0.318641,0.328736,0.052876,0.135487
82,MostWowFacts,self driving car accidents,2020-02-21 11:02:05,"if a self driving car gets in an accident that is clearly its fault, the owner doesn't pay damages, the manufacturers do.",positive,0.10000000000000002,,,,,1230809913070411776,objective,0.3833333333333333,,,,0.415261,0.047032,0.199302,0.26433,0.388766
83,Diaboli_Advocat,self driving car accidents,2020-02-23 17:51:37,"everybody keeps mentioning autonomous vehicles as something that didn't happen. it did happen! google (and only google) has a self driving car, with more mileage than any human driver, and less accidents per mile than average. this isn't available near you for other reasons.",positive,0.11759259259259262,,,,,1231637753433071616,objective,0.437962962962963,,,,0.258146,0.042899,0.472163,0.048972,0.092891
84,postimpress,self driving car accidents,2020-02-23 02:10:22,"i think a typical answer would be the self-driving car accidents, particularly the uber one that resulted in death, but would that be considered overly intelligent?",positive,0.26666666666666666,No one has ever been harmed by overly intelligent AIs.,positive,0.8,,1231400878004985857,subjective,0.5777777777777778,very subjective,0.9,,0.221336,0.037093,0.383719,0.241119,0.30212
85,bangkitrahardja,self driving car accidents,2020-02-25 05:29:24,"people are so afraid of self driving car and don't want this kind of invention to be happen but do they even know that based on the data (i got from european commission) it is estimated that around 90% of road accidents are caused by human errors. dude, u cant even trust urself",neutral,0.0,,,,,1232175742122778625,objective,0.475,,,fear,0.281542,0.012614,0.719914,0.042679,0.076298
86,DoctorDisco57th,self driving car accidents,2020-02-26 15:37:17,good thing actual cars didn’t have this problem. i mean imagine all the “minor” accidents daily. but the self driving car happens once and thats the end of that. zero coverage on thousands of accidents a day. but heres a tesla running into a garbage can. -.-,positive,0.06749999999999999,Regulators suspend EasyMile’s self-driving shuttle trial after minor accident https://t.co/WZec6UUJcX by @obrien,negative,-0.05,,1232691110461550592,objective,0.3175,very objective,0.2,,0.477126,0.113439,0.197585,0.176036,0.244541
87,DavidLander4,self driving car accidents,2020-02-26 12:01:36,"what if the near future is not about a self-driving car but a mobile multi-sensor iot device? not only new business models in the automotiveindustry are possible, but also improved traffic flow and fewer accidents.",positive,0.04727272727272727,,,,,1232636831126171648,subjective,0.5959090909090909,,,,0.053088,0.297595,0.123498,0.022297,0.057266
88,BentBurgess,self driving car accidents,2020-02-26 04:35:13,"if i can help it, i will never own a self driving car. nothing can replace your own situational alertness and driving skill for avoiding accidents.",positive,0.15,,,,,1232524496034312193,very subjective,1.0,,,,0.221771,0.043138,0.298609,0.09319,0.278127
